id_obra,cidade,uf,tipo_empreendimento,empresa_responsavel,area_construida_m2,valor_contratado,valor_aditivos,valor_executado,valor_materiais,valor_mao_de_obra,valor_compras,qtd_funcionarios,prazo_previsto_dias,prazo_realizado_dias,qtd_medicoes,qtd_fornecedores
1069,Sao Paulo,SP,comercial,Construtora Serrana,3002.0,14216295.78,973193.69,14306843.31,8250225.85,4585907.22,8305758.33,86,494,491,16,18
1070,Uberlandia,MG,industrial,Delta Obras,2225.0,13256708.99,59884.69,12913942.65,7476802.26,4544288.2,7426271.13,88,371,382,12,14
1071,Sao Paulo,SP,comercial,Construtora Atlantica,3337.0,17230114.72,1692629.06,18257436.23,9243138.3,6548349.01,10050511.84,101,834,762,25,11
1072,Ribeirao Preto,SP,residencial_padrao,Engenharia Mineira,3039.0,9298471.31,792167.6,16232006.3,8367717.44,3602123.27,8400608.74,82,499,518,17,21
1073,Rio de Janeiro,RJ,residencial_popular,Vertice Engenharia,8351.0,14561155.49,146187.66,14738193.09,7471529.82,4825981.9,7934099.7,221,1517,1712,57,19
1074,Goiania,GO,comercial,Obras & Cia,3884.0,21184889.98,518598.7,25745340.24,11077570.95,14162806.67,11441541.42,263,517,535,17,16
1075,Goiania,GO,residencial_padrao,Delta Obras,3096.0,9915582.44,944211.06,11239443.48,6922325.58,4038203.94,7390872.92,105,522,587,19,18
1076,Salvador,BA,residencial_popular,Construtora Horizonte,3810.0,8001291.71,320412.72,8232903.94,4638695.12,2157697.32,4923912.58,227,824,894,29,16
1077,Rio de Janeiro,RJ,residencial_padrao,Construtora Serrana,2088.0,7969360.31,633131.43,9181332.84,5049027.99,3325855.97,5546388.71,58,401,417,13,14
1078,Salvador,BA,comercial,Beta Engenharia,2057.0,10587482.73,136610.35,10633111.24,5803049.41,3792763.37,6200583.98,68,398,453,15,13
1079,Rio de Janeiro,RJ,residencial_padrao,Construtora Planalto,3722.0,12686498.09,434783.6,13211614.52,7655117.6,4772452.57,8183010.26,133,594,609,20,13
1080,Sao Paulo,SP,residencial_popular,Construtora Serrana,7311.0,15562940.09,627404.68,16361664.6,9500775.48,5786062.8,10013085.09,186,1228,1217,40,13
1081,Campinas,SP,industrial,Delta Obras,2985.0,18823974.1,1256481.3,19854645.78,11520656.76,7174779.59,11669913.87,70,533,489,16,10
1082,Rio de Janeiro,RJ,industrial,Alfa Construcoes,2600.0,14811813.2,419945.66,15387065.85,8657408.19,5574654.77,9250302.48,106,455,398,13,15
1083,Sao Paulo,SP,residencial_popular,Construtora Planalto,5028.0,10543256.43,421388.8,10800056.78,6149621.93,3608973.66,6456846.1,125,905,1008,33,17
1084,Sao Paulo,SP,residencial_padrao,Construtora Atlantica,4227.0,13720278.33,458409.96,13813215.86,7300194.75,5059474.78,7455916.99,113,844,872,29,15
1085,Uberlandia,MG,comercial,Delta Obras,1497.0,8279024.06,533847.36,8921579.58,4949102.78,3241582.82,5173739.82,35,265,302,10,12
1086,Belo Horizonte,MG,residencial_padrao,Construtora Horizonte,3743.0,14411697.91,199355.68,14524752.37,7341032.39,4983750.76,7357301.38,122,605,699,23,26
1087,Goiania,GO,residencial_padrao,Vertice Engenharia,6110.0,20222197.44,279061.3,20767320.66,11473459.94,7337340.93,11906583.11,218,1282,1413,47,13
1088,Ribeirao Preto,SP,comercial,Alfa Construcoes,4436.0,20522066.12,2035875.16,31068817.6,19050386.74,8532735.28,20559366.07,107,642,705,23,17
1089,Sao Paulo,SP,comercial,Obras & Cia,1722.0,8593651.69,715095.01,9086844.95,5471576.47,3409444.24,5989307.7,51,339,349,11,15
1090,Goiania,GO,comercial,Construtora Atlantica,2488.0,11809103.24,5829663.89,17799379.58,6628695.18,3946262.01,6913232.71,73,430,512,17,14
1091,Belo Horizonte,MG,residencial_popular,Engenharia Vale Verde,1044.0,1645811.88,88699.68,1698822.98,1028243.7,586182.04,1119400.93,29,173,180,6,15
1092,Campinas,SP,comercial,Beta Engenharia,1096.0,4515279.34,339319.09,4955103.83,2819074.95,1677166.99,3046211.51,27,178,200,6,16
1093,Salvador,BA,residencial_padrao,Construtora Planalto,4226.0,13733552.98,1201801.52,15595327.01,7048543.76,4795087.01,7149957.41,127,729,677,22,11
1094,Ribeirao Preto,SP,comercial,Construtora Serrana,7338.0,30906007.94,152858.45,29988077.19,14204595.97,10390676.65,14489603.24,212,1554,1536,51,15
1095,Curitiba,PR,industrial,Beta Engenharia,3673.0,17672859.57,996917.41,18221583.76,10483138.01,6371738.71,10574429.11,109,583,640,21,14
1096,Campinas,SP,residencial_popular,Estrutural Engenharia,2622.0,5211304.85,112135.96,5636536.52,2823228.44,1816114.65,3090157.81,88,530,535,17,16
1097,Belo Horizonte,MG,residencial_padrao,Engenharia Vale Verde,2153.0,6236389.26,224983.16,6290887.24,4034127.79,2257958.79,4343153.16,66,367,364,12,4
1098,Uberlandia,MG,industrial,Construtora Horizonte,968.0,4766603.26,406296.83,5166004.17,3107984.6,1871795.59,3336349.25,31,150,166,5,12
1099,Belo Horizonte,MG,residencial_popular,Engenharia Mineira,3956.0,6577292.46,643676.3,6964452.15,3854547.23,2505881.59,3955629.74,112,612,672,22,21
1100,Goiania,GO,industrial,Construtora Horizonte,6917.0,38196511.97,1648252.08,39926031.38,21301097.7,11808886.14,22256517.21,254,1021,1195,39,11
1101,Contagem,MG,comercial,Construtora Planalto,2074.0,8420565.87,291124.9,8701618.77,5391400.49,2919680.47,5822605.19,58,312,316,10,14
1102,Contagem,MG,comercial,Engenharia Mineira,4151.0,20568928.54,1375953.66,22956738.11,13957095.12,7776633.13,14811151.68,130,689,690,23,21
1103,Salvador,BA,industrial,Engenharia Mineira,2673.0,18909488.2,1611363.22,19280918.42,11218285.14,6783298.06,11863486.74,94,446,539,17,18
1104,Contagem,MG,residencial_popular,Obras & Cia,2447.0,3102063.19,166421.94,3351388.6,1632043.22,1106486.06,1656974.41,81,404,356,11,17
1105,Ribeirao Preto,SP,residencial_popular,Delta Obras,2629.0,3101754.33,188342.07,3411787.39,1497366.03,1158555.31,1519227.54,67,481,520,17,17
1106,Goiania,GO,comercial,Construtora Horizonte,3598.0,12450739.27,859258.85,13006326.98,6861745.76,4543533.58,6883109.6,99,531,569,18,8
1107,Campinas,SP,residencial_popular,Engenharia Vale Verde,4320.0,5747772.13,55644.27,5956024.83,3340161.46,2158220.08,3693499.92,115,661,837,27,14
1108,Campinas,SP,residencial_padrao,Engenharia Vale Verde,3713.0,11001537.59,1093050.06,12932686.12,7282055.93,4242327.63,7846254.4,107,640,700,23,9
1109,Salvador,BA,residencial_padrao,Engenharia Vale Verde,4277.0,17368168.47,270522.55,17439614.35,9238039.07,5889179.9,9629557.51,129,635,578,19,18
1110,Uberlandia,MG,industrial,Engenharia Mineira,1697.0,12211218.23,1059082.67,13652322.55,6681580.57,5117895.74,7096811.76,62,283,305,10,17
1111,Sao Paulo,SP,residencial_padrao,Engenharia Mineira,3448.0,13320055.44,938848.55,13032472.15,7002379.32,4496990.95,6984432.52,97,492,473,15,16
1112,Campinas,SP,comercial,Alfa Construcoes,6240.0,25710107.44,404994.2,24649090.1,15393176.89,9072826.57,16078558.16,164,1280,1465,48,13
1113,Sao Paulo,SP,industrial,Engenharia Vale Verde,2331.0,12767851.42,725941.36,13597387.4,7833045.95,4755498.05,8345295.78,70,299,276,9,20
1114,Sao Paulo,SP,residencial_popular,Engenharia Vale Verde,9087.0,18618105.05,1760702.38,20395939.19,11040545.29,7010446.03,11721922.68,216,1478,1444,48,18
1115,Goiania,GO,residencial_popular,Alfa Construcoes,4135.0,8213659.49,769348.59,8732654.56,4499694.68,2627971.03,4756665.31,119,732,595,19,10
1116,Campinas,SP,comercial,Vertice Engenharia,3570.0,12589677.11,287004.06,12821043.22,7200318.59,5381932.82,7887900.07,106,646,661,22,17
1117,Curitiba,PR,residencial_padrao,Construtora Planalto,2446.0,9442126.4,602347.94,10737419.25,5944554.23,4333188.1,6305505.08,61,451,442,14,16
1118,Goiania,GO,comercial,Construtora Serrana,1567.0,5559432.6,119803.07,5378073.39,2981493.18,2063842.75,3129367.87,66,267,276,9,23
1119,Belo Horizonte,MG,comercial,Vertice Engenharia,2452.0,13961925.54,406752.01,14611499.47,8103294.73,5258653.91,8697495.44,79,365,343,11,16
1120,Contagem,MG,residencial_padrao,Alfa Construcoes,2947.0,8604818.38,606663.96,9113762.86,4610109.95,3278073.99,4681554.83,76,583,585,19,12
1121,Sao Paulo,SP,residencial_padrao,Construtora Serrana,3516.0,10916194.78,427980.36,10627044.37,5826539.1,4356295.68,6140999.72,99,546,612,20,7
1122,Contagem,MG,industrial,Engenharia Mineira,2085.0,14972015.4,962698.23,15009927.83,7494148.41,4015301.58,7816218.68,61,368,418,13,19
1123,Curitiba,PR,industrial,Construtora Horizonte,1025.0,6719442.26,273724.8,7058075.87,4159036.07,2223683.2,4617622.46,33,155,141,4,11
1124,Goiania,GO,comercial,Engenharia Vale Verde,4537.0,21169046.62,567510.61,22625919.55,12230070.81,6710346.73,12546863.85,120,718,663,22,12
1125,Rio de Janeiro,RJ,industrial,Vertice Engenharia,2483.0,11823245.9,805552.59,12352754.24,7175237.26,4623310.29,7502612.38,75,406,399,13,10
1126,Contagem,MG,residencial_padrao,Vertice Engenharia,1666.0,5452696.05,234442.51,5416357.12,2984440.66,1859987.47,3164239.07,47,344,326,10,15
1127,Ribeirao Preto,SP,residencial_padrao,Engenharia Mineira,985.0,3305243.31,68748.42,3358502.49,1921090.63,1104638.09,2010265.76,36,238,267,8,11
1128,Campinas,SP,comercial,Delta Obras,1473.0,6449255.95,445257.89,6972691.63,3961196.83,2507557.64,4187611.01,34,286,299,9,19
1129,Campinas,SP,residencial_padrao,Delta Obras,1464.0,4479020.24,207749.55,4758207.28,2654178.08,1634298.88,2756326.7,40,252,263,8,15
1130,Salvador,BA,residencial_popular,Engenharia Mineira,12799.0,17352287.0,692695.15,17633453.65,10105663.57,6196337.85,10841918.19,313,2079,2371,79,5
1131,Belo Horizonte,MG,residencial_padrao,Alfa Construcoes,3596.0,13251366.12,405227.08,13316228.61,7401659.64,4653873.6,7834597.94,88,783,883,29,15
1132,Ribeirao Preto,SP,residencial_popular,Vertice Engenharia,3833.0,4586081.15,54044.17,4432418.58,2447308.13,1535500.32,2655540.14,112,703,709,23,20
1133,Curitiba,PR,comercial,Obras & Cia,2458.0,10654170.29,200863.32,10981540.63,5266827.84,4091215.72,5550492.07,52,480,500,16,22
1134,Salvador,BA,residencial_popular,Alfa Construcoes,3334.0,6002866.46,170512.21,6043982.1,3302596.12,1825635.74,3481113.67,89,573,527,17,18
1135,Contagem,MG,residencial_popular,Construtora Planalto,2073.0,3585978.82,78948.15,3552185.37,1877285.73,1374172.23,1935134.1,54,372,397,13,14
1136,Salvador,BA,residencial_padrao,Construtora Atlantica,1358.0,3501090.95,261205.18,3782434.78,1891359.61,1370400.18,1959499.54,28,294,313,10,10
1137,Campinas,SP,residencial_popular,Obras & Cia,3199.0,3898484.24,207248.46,4340117.58,2308345.65,1552869.05,2494739.14,93,577,500,16,17
1138,Uberlandia,MG,residencial_popular,Beta Engenharia,3176.0,5253357.8,174497.13,5526580.74,2743752.27,2107945.43,2765892.75,100,421,480,16,15
1139,Ribeirao Preto,SP,industrial,Estrutural Engenharia,2288.0,13878888.53,875635.74,14714301.55,8074718.7,5055374.14,8129147.46,70,339,318,10,14
1140,Curitiba,PR,residencial_padrao,Estrutural Engenharia,2455.0,9488150.65,798968.85,9882279.22,5700584.08,3229137.95,5886936.79,67,437,490,16,11
1141,Rio de Janeiro,RJ,residencial_padrao,Construtora Atlantica,2147.0,6323908.12,2909909.81,9356568.96,4099944.72,2771512.52,4178165.47,60,424,418,13,12
1142,Belo Horizonte,MG,comercial,Estrutural Engenharia,2773.0,10116727.88,224963.58,10056957.74,6661555.41,3383748.58,7009025.67,97,376,428,14,16
1143,Salvador,BA,residencial_padrao,Delta Obras,3312.0,8927019.17,658381.18,9818094.01,5437432.88,2718715.94,5548886.77,86,475,540,18,8
1144,Uberlandia,MG,comercial,Delta Obras,1301.0,5847301.36,252571.65,6044834.24,2876818.38,2056628.25,2992411.35,37,234,237,7,14
1145,Uberlandia,MG,residencial_popular,Beta Engenharia,2560.0,4345824.69,330127.55,4406488.91,2507650.9,1542196.68,2636019.57,64,576,513,17,16
1146,Contagem,MG,residencial_padrao,Obras & Cia,2366.0,8278537.36,819805.41,9230445.87,4980442.71,2647008.67,5344398.95,57,363,355,11,17
1147,Salvador,BA,residencial_padrao,Delta Obras,6499.0,18234572.72,1652247.05,20332645.71,11229647.09,6434879.21,11930809.28,171,1070,1142,38,13
1148,Curitiba,PR,comercial,Estrutural Engenharia,2222.0,10016086.87,189015.79,9746677.25,4849830.91,2815504.57,5097079.44,75,390,430,14,12
1149,Contagem,MG,residencial_padrao,Construtora Planalto,2567.0,8990792.85,49390.91,8852527.53,4809170.37,3375577.65,5106383.38,91,393,378,12,20
1150,Goiania,GO,residencial_padrao,Construtora Planalto,3225.0,10016641.94,905408.46,10800560.66,6042079.83,4062717.63,6242349.42,101,639,616,20,7
1151,Ribeirao Preto,SP,industrial,Beta Engenharia,7365.0,53637792.9,1203717.32,56034073.97,34006197.18,18844018.16,35810002.28,295,1185,1143,38,15
1152,Goiania,GO,comercial,Alfa Construcoes,4975.0,19660076.13,1186300.71,19498018.78,10516128.89,6484108.69,10552613.73,133,882,850,28,12
1153,Campinas,SP,comercial,Alfa Construcoes,4030.0,17768196.48,1643491.5,18735630.16,10328855.56,6640275.86,10699712.14,108,749,816,27,17
1154,Goiania,GO,residencial_popular,Construtora Horizonte,649.0,1068246.05,61086.79,1118583.17,549618.7,354801.03,594031.83,25,120,337,11,10
1155,Salvador,BA,comercial,Vertice Engenharia,1793.0,9155699.25,160048.39,8835289.5,4716775.1,2863556.47,5135649.72,63,246,257,8,10
1156,Contagem,MG,industrial,Construtora Planalto,1576.0,9590502.42,664551.41,9584260.64,5125786.62,2836119.91,5266413.47,51,297,359,11,15
1157,Uberlandia,MG,comercial,Beta Engenharia,1226.0,4955768.84,257735.62,5053262.88,2962841.79,1586315.75,3085530.15,38,199,198,6,13
1158,Uberlandia,MG,residencial_padrao,Alfa Construcoes,3799.0,12564336.85,175633.84,12575449.89,7317173.42,4312435.81,7615707.37,106,516,486,16,18
1159,Curitiba,PR,comercial,Engenharia Vale Verde,3323.0,18617300.17,849967.86,19566916.15,10323153.17,6866645.59,10761248.34,106,576,613,20,11
1160,Campinas,SP,industrial,Obras & Cia,3624.0,23522626.35,52382.11,24257625.54,13426952.46,8775446.57,14220688.4,104,650,797,26,13
1161,Sao Paulo,SP,residencial_popular,Delta Obras,3703.0,6898554.22,231988.6,7370701.98,4026114.88,2334095.43,4371006.07,97,742,884,29,17
1162,Uberlandia,MG,residencial_popular,Alfa Construcoes,6602.0,12146520.99,612262.28,21256357.94,12185717.72,4555928.11,12800370.25,212,1081,1129,37,9
1163,Uberlandia,MG,residencial_popular,Delta Obras,3954.0,4545233.4,177213.86,4654715.6,2803674.22,1560241.83,2999327.3,119,649,719,23,13
1164,Uberlandia,MG,residencial_padrao,Engenharia Mineira,3454.0,12486858.92,435617.37,13665432.69,7098678.84,4217501.3,7241858.81,90,539,570,19,10
1165,Curitiba,PR,comercial,Construtora Horizonte,1616.0,8583003.77,204675.84,8884287.27,5093578.01,2978139.31,5071643.03,50,315,294,9,21
1166,Uberlandia,MG,comercial,Engenharia Vale Verde,2554.0,11183941.08,685697.96,11858124.14,6773689.66,4080616.15,7042845.02,91,578,594,19,15
1167,Contagem,MG,comercial,Alfa Construcoes,2930.0,13295246.51,450719.15,13368587.5,7570504.84,4834238.48,7687013.04,81,429,477,15,14
1168,Ribeirao Preto,SP,industrial,Vertice Engenharia,3767.0,23263461.0,1964069.71,25327336.23,14759519.32,8936440.99,15844944.13,95,703,636,21,21
1169,Campinas,SP,residencial_padrao,Estrutural Engenharia,1265.0,3641658.25,12446.97,3623446.16,1918678.31,1420486.76,1954330.01,40,205,221,7,16
1170,Campinas,SP,comercial,Delta Obras,3807.0,16440733.24,1445817.37,17944253.08,10023730.21,6696368.07,10691855.64,108,711,750,25,14
1171,Belo Horizonte,MG,residencial_padrao,Engenharia Vale Verde,8985.0,26634255.71,1101082.09,28624362.49,15855609.06,12026106.66,16468568.22,245,1676,1712,57,15
1172,Uberlandia,MG,comercial,Alfa Construcoes,5595.0,24805568.36,2305923.08,29310763.51,16583136.19,9626110.63,17066900.88,184,828,845,28,15
1173,Contagem,MG,industrial,Beta Engenharia,4297.0,22507386.57,2109057.88,24782086.52,14225868.59,8920955.62,14591706.55,111,795,801,26,11
