id_obra,cidade,uf,tipo_empreendimento,empresa_responsavel,area_construida_m2,valor_contratado,valor_aditivos,valor_executado,valor_materiais,valor_mao_de_obra,valor_compras,qtd_funcionarios,prazo_previsto_dias,prazo_realizado_dias,qtd_medicoes,qtd_fornecedores,custo_por_m2,custo_por_funcionario,custo_diario,pct_aditivos,pct_execucao,proporcao_materiais,proporcao_mao_de_obra,m2_por_funcionario,dias_por_m2,estouro_prazo_pct,fornecedores_por_milhao,qtd_flags,flag_estatistica,score_iforest,flag_iforest,score_lof,flag_lof,risk_score,faixa_risco
1021,Campinas,SP,industrial,Engenharia Vale Verde,2646.0,15241624.83,266181.98,15249449.59,8674825.39,5800608.12,9149016.33,71,437,458,15,12,5763.2084618291765,214780.98014084503,33295.7414628821,1.7464147226355788,100.05133809608408,56.8861540792175,38.03814744765487,37.267605633802816,0.1730914588057445,4.8054919908466776,0.7873176340346911,0,False,0.0978938973706971,False,0.0149785749115681,False,37.6,medio
1022,Belo Horizonte,MG,comercial,Delta Obras,12174.0,72620561.7,4148323.6,77657515.59,40341348.49,24588517.12,43799985.3,335,1906,1735,57,18,6378.964645145392,231813.47937313435,44759.374979827095,5.712326513167137,106.93598861271268,51.94777116356112,31.66276558448939,36.34029850746269,0.1425168391654345,-8.97166841552991,0.2478636845905861,1,False,0.2255365045338926,False,0.0261614591949715,False,76.7,alto
1023,Goiania,GO,residencial_popular,Construtora Atlantica,1711.0,2878105.26,224341.84,3107330.36,1672716.8,1077918.46,1743708.04,47,238,201,6,14,1816.0902162478085,66113.41191489362,15459.355024875622,7.794775372461535,107.964444636052,53.83131518722715,34.68953523178012,36.40425531914894,0.1174751607247223,-15.546218487394958,4.864311321261406,0,False,0.24893222617136,False,0.0557431889840745,False,56.8,medio
1024,Rio de Janeiro,RJ,comercial,Alfa Construcoes,2475.0,8093979.51,337429.4,8868328.79,4333469.34,3333736.4,4507433.19,71,479,490,16,20,3583.163147474747,124906.03929577464,18098.630183673467,4.1688936768756415,109.56697850597844,48.86455433278991,37.59148402074525,34.859154929577464,0.1979797979797979,2.2964509394572064,2.47097240304232,0,False,0.0802642287726609,False,0.0277010662043331,False,34.6,medio
1025,Rio de Janeiro,RJ,residencial_padrao,Construtora Atlantica,7088.0,26437072.96,1415532.86,29309799.45,16635061.76,10986474.83,17318810.56,200,1302,1470,49,10,4135.129719243792,146548.99725,19938.639081632653,5.354347896765043,110.8662804477126,56.75597265132431,37.48396453118686,35.44,0.207392776523702,12.903225806451625,0.3782567009263948,0,False,0.0617386285290856,False,0.0183790177654072,False,36.0,medio
1026,Rio de Janeiro,RJ,comercial,Engenharia Mineira,3088.0,16427767.72,156221.09,17489796.08,10130631.86,5296588.72,10616815.11,105,552,646,21,17,5663.794067357512,166569.48647619045,27073.98773993808,0.9509575047729004,106.46483672098084,57.923098780920725,30.2838792160463,29.409523809523808,0.2091968911917098,17.028985507246386,1.034833234177236,0,False,0.1676465420968169,False,0.0458443622354647,False,54.9,medio
1027,Salvador,BA,industrial,Estrutural Engenharia,1796.0,10828988.97,638992.54,11237082.78,6320638.58,4322449.08,6752103.35,76,287,303,10,16,6256.727605790646,147856.35236842104,37086.08178217822,5.900758988398896,103.76853103397332,56.24803789155677,38.46593608523724,23.63157894736842,0.1687082405345211,5.574912891986061,1.4775155874962531,0,False,0.1807590015735017,False,0.0533952399951588,False,55.6,medio
1028,Campinas,SP,comercial,Alfa Construcoes,2218.0,10898441.16,4609546.94,15996205.44,6502510.21,4322433.33,6716258.71,56,323,345,11,15,7211.995238954012,285646.52571428573,46365.81286956522,42.29547026338214,146.77516908298838,40.65032944463109,27.021616759130595,39.60714285714285,0.1555455365193868,6.811145510835903,1.376343623806838,8,True,0.7765367255258189,True,0.3130924027063688,True,93.1,critico
1029,Rio de Janeiro,RJ,comercial,Beta Engenharia,1936.0,8512069.13,134160.12,8745676.59,5159887.7,2783258.38,5398531.11,45,358,352,11,15,4517.39493285124,194348.36866666668,24845.67213068181,1.5761164289322445,102.74442625444232,58.99929693146817,31.82439175926582,43.02222222222223,0.1818181818181818,-1.6759776536312887,1.7622037334182223,0,False,0.1450724716804705,False,0.0390229547416373,False,48.4,medio
1030,Campinas,SP,comercial,Engenharia Vale Verde,5793.0,29542885.28,2810103.47,32890808.5,21152280.37,11309344.96,20938522.43,134,1028,1088,36,20,5677.681425858795,245453.7947761194,30230.52251838236,9.51194659345744,111.33241790119423,64.31061240102991,34.384514932188424,43.23134328358209,0.1878128776109097,5.836575875486383,0.6769819471065556,0,False,0.2566640034090355,False,0.0710579844488519,False,66.8,alto
1031,Curitiba,PR,residencial_padrao,Estrutural Engenharia,1594.0,3952203.34,174811.54,4181446.48,2387470.1,1498163.04,2405655.52,67,263,266,8,16,2623.2412045169385,62409.64895522388,15719.723609022556,4.423141345758794,105.80038829682282,57.096751361504936,35.82882256572611,23.791044776119403,0.1668757841907152,1.1406844106463865,4.048374697239136,1,False,0.163866765213282,False,0.0510690899069021,False,68.1,alto
1032,Uberlandia,MG,residencial_popular,Construtora Planalto,2141.0,3927793.73,35523.25,3990570.1,2279423.97,1312338.09,2381112.85,59,321,326,10,17,1863.8814105558151,67636.78135593221,12241.012576687115,0.9044072179421704,101.598260354675,57.120258832190416,32.88598012599754,36.28813559322034,0.1522652965903783,1.5576323987538832,4.328129522219081,0,False,0.1206021099509012,False,0.0227988942757171,False,37.3,medio
1033,Salvador,BA,industrial,Construtora Horizonte,2811.0,18964600.22,1149112.88,19331406.93,9486164.65,5412629.94,9767449.04,72,486,517,17,19,6877.05689434365,268491.7629166667,37391.50276595745,6.059251798981503,101.93416526446558,49.07125841564394,27.99915163753682,39.04166666666666,0.183920313055852,6.378600823045266,1.0018666241096224,0,False,0.2268747498774232,False,0.0570939729436237,False,61.8,alto
1034,Goiania,GO,industrial,Delta Obras,2029.0,14645783.19,922701.69,15177374.23,7986698.36,4637961.28,8173235.56,61,305,362,12,9,7480.223868900936,248809.41360655733,41926.44814917127,6.300118457509408,103.62965252935716,52.62239857150838,30.558390468046063,33.26229508196721,0.1784130113356333,18.68852459016392,0.6145113500072235,0,False,0.2633544426982068,False,0.0372468633982414,False,62.7,alto
1035,Ribeirao Preto,SP,residencial_popular,Construtora Horizonte,1772.0,3399890.81,300599.89,3497233.2,2053337.1,1160556.76,2123115.64,59,323,350,11,14,1973.607900677201,59275.13898305085,9992.094857142858,8.8414571760909,102.86310341831242,58.71318789950868,33.18499778625,30.033898305084747,0.1975169300225733,8.359133126934992,4.11777930009464,0,False,0.1475031798322883,False,0.0301988032189387,False,43.4,medio
1036,Ribeirao Preto,SP,industrial,Delta Obras,5769.0,32834220.03,1897874.44,35844100.56,19238979.49,13743982.11,20422202.0,167,918,1107,36,23,6213.225959438378,214635.3326946108,32379.494634146344,5.780172144384572,109.16690126109263,53.67404730325307,38.343777344876415,34.54491017964072,0.1918876755070203,20.58823529411764,0.7004886968225631,0,False,0.1404583781987717,False,0.0174031436500733,False,45.2,medio
1037,Salvador,BA,residencial_popular,Engenharia Vale Verde,3230.0,6683063.93,285970.45,7038669.75,3863986.76,2529819.3,3960582.32,119,743,713,23,13,2179.154721362229,59148.48529411765,9871.907082748949,4.279032087607159,105.32099982470169,54.89654859854733,35.94172464193252,27.142857142857142,0.2207430340557275,-4.037685060565277,1.9452155682131864,0,False,0.1355654825335866,False,0.03124318828626,False,44.6,medio
1038,Campinas,SP,residencial_padrao,Delta Obras,5182.0,14338899.73,811254.66,14965135.45,8060602.76,5321000.11,8613359.67,155,756,724,24,15,2887.9072655345426,96549.26096774192,20670.076588397787,5.657719038948883,104.3673903283512,53.86254462534784,35.555976942393805,33.43225806451613,0.1397143959861057,-4.232804232804233,1.0461053694808145,0,False,0.0566621516102423,False,0.0132371689651726,False,29.7,baixo
1039,Ribeirao Preto,SP,residencial_padrao,Construtora Serrana,3333.0,12815206.78,1135943.63,14194225.67,7774584.38,4895414.87,7981509.05,89,626,690,23,19,4258.693570357035,159485.68168539327,20571.34155072464,8.864028879914803,110.76080092716224,54.77286722608519,34.48877722401323,37.4494382022472,0.207020702070207,10.22364217252396,1.4826136110150228,0,False,0.0475903229102568,False,0.012502157461933,False,26.7,baixo
1040,Belo Horizonte,MG,industrial,Construtora Horizonte,3741.0,21406728.69,671943.02,20865621.3,11195985.47,6056781.58,11253624.36,89,557,552,18,8,5577.551804330393,234445.18314606743,37800.03858695652,3.1389336957117293,97.47225557984125,53.65757055123013,29.02756401507201,42.03370786516854,0.1475541299117883,-0.8976660682226245,0.3737142706786928,0,False,0.2296897552347641,False,0.0597402477917958,False,65.4,alto
1041,Ribeirao Preto,SP,residencial_padrao,Construtora Serrana,2272.0,9745032.31,752418.71,10321228.54,5868683.66,3129099.75,6109770.94,64,383,426,14,16,4542.794251760563,161269.1959375,24228.236009389668,7.721048900247308,105.9127174920572,56.86032081603341,30.317124922417428,35.5,0.1875,11.22715404699739,1.641862180752482,0,False,0.0502321190391594,False,0.0162619077822234,False,28.3,baixo
1042,Uberlandia,MG,residencial_padrao,Obras & Cia,4670.0,18367211.0,1021160.78,18872042.58,11387982.57,6496883.35,12436982.5,142,651,690,23,16,4041.1226081370446,132901.70830985915,27350.786347826084,5.559694283470692,102.748547833419,60.34313732456618,34.42596805544088,32.88732394366197,0.1477516059957173,5.990783410138256,0.8711175583489512,0,False,0.0628999892411333,False,0.0154971966528674,False,32.5,medio
1043,Campinas,SP,residencial_popular,Delta Obras,2488.0,3893022.06,353137.44,4303779.96,2097531.68,1588629.02,2168505.57,61,609,601,20,8,1729.8150964630224,70553.76983606558,7161.031547420965,9.071036191354128,110.55113209402158,48.73696377358475,36.912412687566864,40.78688524590164,0.2415594855305466,-1.3136288998357948,2.054958815208974,0,False,0.2762696533323585,False,0.0724756655921533,False,62.5,alto
1044,Goiania,GO,industrial,Construtora Atlantica,2725.0,15728591.51,1199938.99,17031822.42,8680414.06,6322305.97,9287001.21,73,422,453,15,23,6250.210062385322,233312.63589041092,37597.84198675497,7.629030159738696,108.28574452563934,50.965855831181216,37.120548900133485,37.32876712328767,0.1662385321100917,7.345971563981046,1.4623051266463971,0,False,0.1052944708076274,False,0.015099742520184,False,35.7,medio
1045,Sao Paulo,SP,comercial,Engenharia Mineira,2557.0,10157760.98,863688.31,10609972.81,5458280.43,3690992.98,5785934.75,72,474,531,17,17,4149.383187328901,147360.73347222223,19981.116403013184,8.502742993269369,104.45188492710528,51.44481072426047,34.78795889581549,35.513888888888886,0.2076652326945639,12.0253164556962,1.6735971670796292,0,False,0.0475539335445738,False,0.0115178306165358,False,25.8,baixo
1046,Belo Horizonte,MG,residencial_padrao,Construtora Planalto,3921.0,12878870.0,770770.99,13621803.81,7634768.11,4399967.36,8059988.82,141,554,637,21,13,3474.0637107880643,96608.53765957447,21384.30739403454,5.984771878278141,105.7686257412335,56.04814323045224,32.30091565971541,27.80851063829787,0.1624585564906911,14.981949458483744,1.009405328262495,0,False,0.0714499517540245,False,0.0170657720696387,False,33.7,medio
1047,Rio de Janeiro,RJ,industrial,Construtora Atlantica,893.0,4428643.39,1372141.19,5647202.63,2673821.01,1894392.48,2713130.35,28,144,169,5,10,6323.855128779395,201685.8082142857,33415.40017751479,30.98332986345961,127.51540669884464,47.347707974842045,33.5456792348179,31.892857142857142,0.1892497200447928,17.361111111111114,2.2580278246336745,3,True,0.450524273570934,False,0.4718463640139058,True,88.1,critico
1048,Contagem,MG,residencial_popular,Estrutural Engenharia,1305.0,1931051.17,150108.94,2048657.27,1193351.16,731882.38,1189474.13,34,235,270,9,12,1569.8523141762453,60254.62558823529,7587.619518518519,7.773431503630222,106.09026326319464,58.25040515439657,35.72497902492006,38.38235294117647,0.2068965517241379,14.893617021276606,6.214232013333961,0,False,0.2383742856343737,False,0.0520495267046819,False,55.5,medio
1049,Ribeirao Preto,SP,comercial,Estrutural Engenharia,3907.0,19668027.64,72714.13,18742493.53,10711735.72,5978307.38,11322928.97,140,614,605,20,9,4797.15728948042,133874.9537857143,30979.32814876033,0.3697072799110628,95.2942200054789,57.15213774973089,31.89707586362976,27.90714285714286,0.1548502687484003,-1.4657980456026063,0.4575954521080793,0,False,0.1879228646741363,False,0.0558244608601078,False,61.3,alto
1050,Goiania,GO,residencial_padrao,Construtora Serrana,2193.0,8449695.85,725089.78,9183623.06,5149776.67,3043544.72,5480052.9,67,386,447,14,10,4187.69861377109,137069.0008955224,20545.01803131992,8.581253016343778,108.68584175133358,56.07565376273185,33.14100219614197,32.73134328358209,0.2038303693570451,15.803108808290144,1.1834745507437407,0,False,0.0401335934311644,False,0.0101921047379283,False,26.5,baixo
1051,Campinas,SP,residencial_popular,Construtora Atlantica,6671.0,16259441.69,486065.69,15772507.31,8478994.59,5384943.95,8854633.42,226,1032,1126,37,9,2364.3392759706194,69789.8553539823,14007.555337477796,2.989436533352456,97.00522078627412,53.75806410071653,34.14133114134534,29.51769911504425,0.1687902863138959,9.10852713178294,0.5535245411000334,0,False,0.0939272415046285,False,0.0182016619973553,False,39.8,medio
1052,Goiania,GO,residencial_padrao,Engenharia Mineira,3249.0,9903613.75,135502.51,10224415.29,4915624.2,3628969.32,5103824.19,73,554,655,21,10,3146.942225300092,140060.48342465752,15609.79433587786,1.3682127900030432,103.23923719258536,48.07731357320484,35.49317214794001,44.50684931506849,0.2016004924592182,18.23104693140793,1.0097324322649397,0,False,0.1996286170108965,False,0.0707806278797099,False,61.0,alto
1053,Sao Paulo,SP,industrial,Alfa Construcoes,3497.0,18246847.6,1157835.95,20110539.88,10800331.89,6017900.49,11334657.95,114,610,636,21,8,5750.79779239348,176408.2445614035,31620.34572327044,6.34540264368734,110.21377676218438,53.70483315935724,29.924112062177024,30.67543859649123,0.1818701744352302,4.2622950819672045,0.4384318965868931,0,False,0.1053742839530237,False,0.0260710541664262,False,44.8,medio
1054,Sao Paulo,SP,comercial,Construtora Atlantica,2295.0,6207238.21,366689.37,6627643.75,3455951.74,2057850.87,3715404.68,62,290,314,10,16,2887.86220043573,106897.47983870968,21107.145700636946,5.907448008185915,106.77282755675007,52.14450067567377,31.049509412753213,37.016129032258064,0.1368191721132897,8.275862068965512,2.577635891953307,0,False,0.1101552896529563,False,0.0284057049984315,False,39.2,medio
1055,Ribeirao Preto,SP,industrial,Estrutural Engenharia,4485.0,29433156.41,2927721.22,31854763.61,16965327.9,10691315.72,18216080.61,105,796,808,26,16,7102.511395763657,303378.70104761905,39424.21238861386,9.947017503720051,108.22748048584164,53.25837010661149,33.56269050021684,42.71428571428572,0.1801560758082497,1.5075376884422065,0.5436046266028048,0,False,0.2653811279233873,False,0.0237758580152594,False,58.9,medio
1056,Campinas,SP,industrial,Engenharia Vale Verde,967.0,5082518.6,20878.53,4748146.18,2428460.55,1531492.31,2535232.34,23,166,160,5,14,4910.182192347466,206441.1382608696,29675.913625,0.4107910200269606,93.42112747014836,51.145446200226296,32.254531599109285,42.04347826086956,0.1654601861427094,-3.6144578313253017,2.7545398456584107,1,False,0.2354781059588453,False,0.0914169698969847,False,78.4,alto
1057,Curitiba,PR,residencial_popular,Construtora Horizonte,1830.0,2877411.99,86918.44,2944629.24,1695810.18,1029414.69,1816297.34,61,305,315,10,10,1609.0870163934428,48272.61049180328,9348.029333333334,3.0207158482021894,102.33603148362498,57.589938894989714,34.95905956567897,30.0,0.1721311475409836,3.278688524590168,3.47534521811734,0,False,0.1159159491576215,False,0.0159702348340721,False,34.5,medio
1058,Sao Paulo,SP,residencial_popular,Construtora Serrana,2501.0,3862619.25,100562.73,4097298.3,1879719.53,1250089.15,1921662.48,59,401,445,14,10,1638.2640143942422,69445.73389830509,9207.41191011236,2.603485445789149,106.07564543152938,45.8770485419624,30.51008392530268,42.389830508474574,0.1779288284686125,10.97256857855362,2.5889168340886823,0,False,0.2357954807675209,False,0.0576589609967654,False,57.9,medio
1059,Campinas,SP,residencial_padrao,Delta Obras,3729.0,12030587.24,56993.73,12019526.32,6744465.71,4263849.71,7239057.76,95,792,689,22,19,3223.2572593188524,126521.32968421052,17444.88580551524,0.4737402161924724,99.90806001586336,56.1125749088588,35.474357278998,39.252631578947366,0.1847680343255564,-13.005050505050509,1.5793077778304694,0,False,0.1415558564023405,False,0.0280737682836976,False,45.4,medio
1060,Ribeirao Preto,SP,residencial_popular,Alfa Construcoes,1176.0,2145916.24,183125.94,2454642.38,1400746.35,831751.89,1433252.18,33,204,197,6,23,2087.280935374149,74383.10242424242,12460.113604060913,8.53369467952766,114.38668174672092,57.06519049019272,33.88485006113192,35.63636363636363,0.167517006802721,-3.4313725490196068,10.71803249878942,2,True,0.3188413013107287,False,0.1430576474830346,False,82.4,critico
1061,Salvador,BA,comercial,Vertice Engenharia,5261.0,20283284.24,645817.98,21330706.42,12109480.96,8265434.54,12945775.45,135,808,870,29,7,4054.496563390991,158005.23274074076,24518.05335632184,3.1839911740052607,105.16396737139056,56.77018248512371,38.74899582439614,38.97037037037037,0.1653678007983273,7.67326732673268,0.3451117638136496,0,False,0.0637889495724232,False,0.0115283585480589,False,33.5,medio
1062,Belo Horizonte,MG,residencial_padrao,Obras & Cia,1572.0,6220117.08,459405.65,6951891.08,3894508.73,2714843.84,4090642.4,43,306,331,11,15,4422.322569974554,161671.88558139536,21002.692084592145,7.385803901941987,111.7646338579852,56.02085368115405,39.05187536396211,36.55813953488372,0.210559796437659,8.169934640522868,2.4115301701041294,0,False,0.0898614176291366,False,0.0296936759052522,False,36.8,medio
1063,Uberlandia,MG,residencial_popular,Vertice Engenharia,2906.0,5172876.47,513710.39,5839137.51,3214198.89,2087279.23,3379172.06,85,566,587,19,12,2009.3384411562283,68695.7354117647,9947.4233560477,9.93084588389562,112.87989465559384,55.045781752791775,35.7463619657075,34.188235294117646,0.2019958706125258,3.7102473498233257,2.3197924925510547,0,False,0.0976812241677326,False,0.0166216592482604,False,33.4,medio
1064,Ribeirao Preto,SP,residencial_padrao,Engenharia Vale Verde,3625.0,8685433.37,15773.22,8961120.69,5308289.65,3412171.67,5579901.01,117,706,760,25,16,2472.0332937931034,76590.77512820512,11790.948276315788,0.181605445900738,103.17413430344466,59.236894955825,38.0775104815601,30.982905982905983,0.2096551724137931,7.64872521246458,1.8421648429501456,0,False,0.1487119847329804,False,0.0349476682505269,False,47.7,medio
1065,Ribeirao Preto,SP,residencial_padrao,Obras & Cia,5167.0,16226948.54,1595785.83,17652113.81,9862046.19,6071223.94,10184171.95,142,923,922,30,16,3416.3177491774723,124310.6606338028,19145.459663774403,9.834170768868416,108.78270653590178,55.86892479932408,34.3937502632723,36.38732394366197,0.1784401006386684,-0.1083423618634893,0.9860140962769086,0,False,0.0319772654854074,False,0.006806663493642,False,25.7,baixo
