id_obra,cidade,uf,tipo_empreendimento,empresa_responsavel,area_construida_m2,valor_contratado,valor_aditivos,valor_executado,valor_materiais,valor_mao_de_obra,valor_compras,qtd_funcionarios,prazo_previsto_dias,prazo_realizado_dias,qtd_medicoes,qtd_fornecedores,custo_por_m2,custo_por_funcionario,custo_diario,pct_aditivos,pct_execucao,proporcao_materiais,proporcao_mao_de_obra,m2_por_funcionario,dias_por_m2,estouro_prazo_pct,fornecedores_por_milhao
1010,Campinas,SP,residencial_popular,Alfa Construcoes,3563.0,7716837.05,453475.74,8013503.69,4110422.24,2711014.02,4146180.51,93,611,569,18,10,2249.0888829637947,86166.70634408602,14083.486274165203,5.876445712949193,103.84440721085333,51.29369622839719,33.830570557832985,38.31182795698925,0.15969688464776874,-6.873977086743044,1.295867715646529
1011,Campinas,SP,residencial_padrao,Estrutural Engenharia,4533.0,18578631.51,911666.44,19732606.85,10071887.1,5644287.47,10656372.24,146,799,799,26,14,4353.1010037502765,135154.84143835618,24696.629349186485,4.907069928747405,106.211304311509,51.04184751950297,28.60386117711558,31.04794520547945,0.17626296051180235,0.0,0.7535538875651019
1012,Goiania,GO,residencial_padrao,Construtora Horizonte,2754.0,7529314.3,81750.09,7500024.77,4108878.8,3022794.21,4330381.21,68,491,469,15,11,2723.320541031227,110294.4819117647,15991.524029850745,1.0857574374335788,99.61099339417933,54.78486973050357,40.30378969001725,40.5,0.1702977487291213,-4.480651731160901,1.4609564113959221
1013,Uberlandia,MG,industrial,Engenharia Mineira,8641.0,45458157.93,3674162.31,47801433.02,28072009.16,17282537.79,29343695.4,248,1577,1712,57,13,5531.932996180998,192747.7137903226,27921.397792056076,8.08251472850651,105.15479552340938,58.726292051233564,36.15485289482645,34.84274193548387,0.19812521698877444,8.560558021559928,0.2859772721107267
1014,Campinas,SP,residencial_padrao,Vertice Engenharia,3250.0,12709420.96,1132145.68,13792302.43,7743454.36,5367688.98,8181590.43,98,472,511,17,21,4243.785363076923,140737.77989795918,26990.807103718198,8.907924944520838,108.52030531845725,56.14330456644432,38.91800522242464,33.16326530612245,0.15723076923076923,8.262711864406768,1.6523176048769415
1015,Sao Paulo,SP,industrial,Beta Engenharia,1616.0,7706149.26,94599.1,8204124.84,4453356.74,2777132.2,4871274.56,54,305,335,11,13,5076.809925742574,151928.23777777777,24489.92489552239,1.2275793889826632,106.4620546942274,54.281923140506485,33.85043809255345,29.925925925925927,0.2073019801980198,9.836065573770503,1.686964469722716
1016,Ribeirao Preto,SP,residencial_padrao,Delta Obras,3529.0,13527951.57,178328.46,13971060.19,6538359.99,4869451.63,6699877.7,122,666,681,22,18,3958.928928875035,114516.88680327868,20515.506886930983,1.3182221940790109,103.27550418632967,46.7993115846708,34.853844760366755,28.92622950819672,0.19297251345990366,2.2522522522522515,1.330578388520946
1017,Belo Horizonte,MG,residencial_popular,Obras & Cia,3027.0,5082204.78,152948.29,5392640.79,3082026.96,2103787.5,3221842.59,96,520,556,18,15,1781.5133102081268,56173.3415625,9698.994226618704,3.009486957351608,106.1082940069959,57.15246166062546,39.01219424629988,31.53125,0.1836802114304592,6.923076923076921,2.9514749305320196
1018,Uberlandia,MG,industrial,Obras & Cia,3341.0,27615792.68,1646018.76,28512788.06,15354269.4,8727671.47,15849886.63,91,479,475,15,12,8534.207740197546,313327.3413186813,60026.922231578945,5.960425540100775,103.24812468863016,53.85046656149417,30.609673987805742,36.714285714285715,0.14217300209518108,-0.8350730688935326,0.43453396898835644
1019,Campinas,SP,residencial_popular,Alfa Construcoes,2748.0,4216521.3,365883.98,4886361.99,2584017.79,1581686.92,2705911.4,104,569,694,23,9,1778.1521069868998,46984.249903846154,7040.8674207492795,8.677389581786294,115.88609762270146,52.882242357161104,32.36941764111913,26.423076923076923,0.25254730713246,21.96836555360282,2.1344609358430136
1020,Curitiba,PR,industrial,Construtora Atlantica,12740.0,63006817.03,3745337.31,67436141.41,41752945.73,21606154.49,43533360.84,327,2006,2045,68,14,5293.26070722135,206226.73214067277,32976.10826894865,5.944336639346023,107.02991293448616,61.91479058113565,32.039428766599116,38.960244648318046,0.16051805337519623,1.9441674975074763,0.22219817886267854
1021,Campinas,SP,industrial,Engenharia Vale Verde,2646.0,15241624.83,266181.98,15249449.59,8674825.39,5800608.12,9149016.33,71,437,458,15,12,5763.2084618291765,214780.98014084506,33295.7414628821,1.7464147226355788,100.05133809608408,56.8861540792175,38.038147447654865,37.267605633802816,0.17309145880574453,4.8054919908466776,0.7873176340346911
1022,Belo Horizonte,MG,comercial,Delta Obras,12174.0,72620561.7,4148323.6,77657515.59,40341348.49,24588517.12,43799985.3,335,1906,1735,57,18,6378.964645145392,231813.47937313435,44759.374979827095,5.712326513167137,106.93598861271269,51.94777116356112,31.66276558448939,36.340298507462684,0.14251683916543453,-8.97166841552991,0.24786368459058616
1023,Goiania,GO,residencial_popular,Construtora Atlantica,1711.0,2878105.26,224341.84,3107330.36,1672716.8,1077918.46,1743708.04,47,238,201,6,14,1816.0902162478083,66113.41191489362,15459.355024875622,7.794775372461535,107.964444636052,53.83131518722715,34.68953523178012,36.40425531914894,0.11747516072472239,-15.546218487394958,4.864311321261406
1024,Rio de Janeiro,RJ,comercial,Alfa Construcoes,2475.0,8093979.51,337429.4,8868328.79,4333469.34,3333736.4,4507433.19,71,479,490,16,20,3583.163147474747,124906.03929577464,18098.630183673467,4.1688936768756415,109.56697850597845,48.86455433278991,37.59148402074525,34.859154929577464,0.19797979797979798,2.2964509394572064,2.4709724030423197
1025,Rio de Janeiro,RJ,residencial_padrao,Construtora Atlantica,7088.0,26437072.96,1415532.86,29309799.45,16635061.76,10986474.83,17318810.56,200,1302,1470,49,10,4135.129719243792,146548.99725,19938.639081632653,5.354347896765043,110.86628044771261,56.755972651324306,37.48396453118686,35.44,0.20739277652370203,12.903225806451623,0.3782567009263948
1026,Rio de Janeiro,RJ,comercial,Engenharia Mineira,3088.0,16427767.72,156221.09,17489796.08,10130631.86,5296588.72,10616815.11,105,552,646,21,17,5663.794067357512,166569.48647619045,27073.98773993808,0.9509575047729004,106.46483672098084,57.923098780920725,30.2838792160463,29.409523809523808,0.20919689119170984,17.028985507246386,1.034833234177236
1027,Salvador,BA,industrial,Estrutural Engenharia,1796.0,10828988.97,638992.54,11237082.78,6320638.58,4322449.08,6752103.35,76,287,303,10,16,6256.727605790646,147856.35236842104,37086.08178217822,5.900758988398896,103.76853103397332,56.24803789155677,38.46593608523724,23.63157894736842,0.16870824053452116,5.574912891986061,1.4775155874962533
1028,Campinas,SP,comercial,Alfa Construcoes,2218.0,10898441.16,4609546.94,15996205.44,6502510.21,4322433.33,6716258.71,56,323,345,11,15,7211.995238954012,285646.52571428573,46365.81286956522,42.29547026338214,146.77516908298838,40.65032944463109,27.021616759130595,39.607142857142854,0.15554553651938682,6.811145510835903,1.376343623806838
1029,Rio de Janeiro,RJ,comercial,Beta Engenharia,1936.0,8512069.13,134160.12,8745676.59,5159887.7,2783258.38,5398531.11,45,358,352,11,15,4517.39493285124,194348.36866666668,24845.672130681818,1.5761164289322445,102.74442625444232,58.99929693146817,31.82439175926582,43.022222222222226,0.18181818181818182,-1.6759776536312887,1.7622037334182223
1030,Campinas,SP,comercial,Engenharia Vale Verde,5793.0,29542885.28,2810103.47,32890808.5,21152280.37,11309344.96,20938522.43,134,1028,1088,36,20,5677.681425858795,245453.7947761194,30230.522518382353,9.511946593457441,111.33241790119423,64.31061240102991,34.384514932188424,43.23134328358209,0.18781287761090973,5.836575875486383,0.6769819471065556
1031,Curitiba,PR,residencial_padrao,Estrutural Engenharia,1594.0,3952203.34,174811.54,4181446.48,2387470.1,1498163.04,2405655.52,67,263,266,8,16,2623.2412045169385,62409.64895522388,15719.723609022556,4.423141345758794,105.80038829682282,57.096751361504936,35.82882256572611,23.791044776119403,0.1668757841907152,1.1406844106463865,4.048374697239136
1032,Uberlandia,MG,residencial_popular,Construtora Planalto,2141.0,3927793.73,35523.25,3990570.1,2279423.97,1312338.09,2381112.85,59,321,326,10,17,1863.8814105558151,67636.78135593221,12241.012576687117,0.9044072179421704,101.59826035467499,57.120258832190416,32.88598012599754,36.28813559322034,0.15226529659037832,1.5576323987538832,4.328129522219081
1033,Salvador,BA,industrial,Construtora Horizonte,2811.0,18964600.22,1149112.88,19331406.93,9486164.65,5412629.94,9767449.04,72,486,517,17,19,6877.05689434365,268491.7629166667,37391.50276595745,6.059251798981503,101.93416526446558,49.07125841564394,27.99915163753682,39.041666666666664,0.18392031305585202,6.378600823045266,1.0018666241096224
1034,Goiania,GO,industrial,Delta Obras,2029.0,14645783.19,922701.69,15177374.23,7986698.36,4637961.28,8173235.56,61,305,362,12,9,7480.223868900936,248809.41360655738,41926.44814917127,6.300118457509408,103.62965252935716,52.62239857150838,30.558390468046063,33.26229508196721,0.1784130113356333,18.688524590163922,0.6145113500072235
1035,Ribeirao Preto,SP,residencial_popular,Construtora Horizonte,1772.0,3399890.81,300599.89,3497233.2,2053337.1,1160556.76,2123115.64,59,323,350,11,14,1973.607900677201,59275.13898305085,9992.094857142858,8.8414571760909,102.86310341831242,58.71318789950868,33.18499778625,30.033898305084747,0.19751693002257337,8.359133126934992,4.11777930009464
1036,Ribeirao Preto,SP,industrial,Delta Obras,5769.0,32834220.03,1897874.44,35844100.56,19238979.49,13743982.11,20422202.0,167,918,1107,36,23,6213.225959438378,214635.33269461078,32379.494634146344,5.780172144384572,109.16690126109263,53.67404730325307,38.343777344876415,34.544910179640716,0.1918876755070203,20.58823529411764,0.7004886968225631
1037,Salvador,BA,residencial_popular,Engenharia Vale Verde,3230.0,6683063.93,285970.45,7038669.75,3863986.76,2529819.3,3960582.32,119,743,713,23,13,2179.154721362229,59148.48529411765,9871.907082748949,4.279032087607159,105.32099982470167,54.89654859854733,35.94172464193252,27.142857142857142,0.22074303405572757,-4.037685060565277,1.9452155682131864
1038,Campinas,SP,residencial_padrao,Delta Obras,5182.0,14338899.73,811254.66,14965135.45,8060602.76,5321000.11,8613359.67,155,756,724,24,15,2887.9072655345426,96549.26096774192,20670.076588397787,5.657719038948883,104.3673903283512,53.862544625347844,35.555976942393805,33.43225806451613,0.13971439598610574,-4.232804232804233,1.0461053694808145
1039,Ribeirao Preto,SP,residencial_padrao,Construtora Serrana,3333.0,12815206.78,1135943.63,14194225.67,7774584.38,4895414.87,7981509.05,89,626,690,23,19,4258.693570357035,159485.68168539327,20571.34155072464,8.864028879914803,110.76080092716225,54.77286722608519,34.48877722401323,37.449438202247194,0.207020702070207,10.223642172523961,1.4826136110150228
1040,Belo Horizonte,MG,industrial,Construtora Horizonte,3741.0,21406728.69,671943.02,20865621.3,11195985.47,6056781.58,11253624.36,89,557,552,18,8,5577.551804330393,234445.18314606743,37800.03858695652,3.1389336957117293,97.47225557984123,53.65757055123013,29.027564015072006,42.03370786516854,0.1475541299117883,-0.8976660682226245,0.37371427067869284
1041,Ribeirao Preto,SP,residencial_padrao,Construtora Serrana,2272.0,9745032.31,752418.71,10321228.54,5868683.66,3129099.75,6109770.94,64,383,426,14,16,4542.794251760563,161269.1959375,24228.236009389668,7.721048900247308,105.91271749205721,56.86032081603341,30.317124922417428,35.5,0.1875,11.22715404699739,1.641862180752482
1042,Uberlandia,MG,residencial_padrao,Obras & Cia,4670.0,18367211.0,1021160.78,18872042.58,11387982.57,6496883.35,12436982.5,142,651,690,23,16,4041.1226081370446,132901.70830985915,27350.786347826084,5.559694283470692,102.748547833419,60.34313732456618,34.425968055440876,32.88732394366197,0.14775160599571735,5.990783410138256,0.8711175583489512
1043,Campinas,SP,residencial_popular,Delta Obras,2488.0,3893022.06,353137.44,4303779.96,2097531.68,1588629.02,2168505.57,61,609,601,20,8,1729.8150964630224,70553.76983606558,7161.031547420965,9.071036191354127,110.55113209402158,48.73696377358475,36.912412687566864,40.78688524590164,0.24155948553054662,-1.3136288998357948,2.054958815208974
1044,Goiania,GO,industrial,Construtora Atlantica,2725.0,15728591.51,1199938.99,17031822.42,8680414.06,6322305.97,9287001.21,73,422,453,15,23,6250.210062385322,233312.63589041098,37597.84198675497,7.629030159738696,108.28574452563934,50.965855831181216,37.120548900133485,37.32876712328767,0.16623853211009174,7.345971563981046,1.4623051266463973
1045,Sao Paulo,SP,comercial,Engenharia Mineira,2557.0,10157760.98,863688.31,10609972.81,5458280.43,3690992.98,5785934.75,72,474,531,17,17,4149.383187328901,147360.73347222223,19981.116403013184,8.502742993269369,104.45188492710527,51.44481072426047,34.78795889581549,35.513888888888886,0.20766523269456394,12.0253164556962,1.6735971670796292
1046,Belo Horizonte,MG,residencial_padrao,Construtora Planalto,3921.0,12878870.0,770770.99,13621803.81,7634768.11,4399967.36,8059988.82,141,554,637,21,13,3474.0637107880643,96608.53765957447,21384.30739403454,5.984771878278141,105.7686257412335,56.04814323045224,32.30091565971541,27.80851063829787,0.16245855649069116,14.981949458483745,1.009405328262495
1047,Rio de Janeiro,RJ,industrial,Construtora Atlantica,893.0,4428643.39,1372141.19,5647202.63,2673821.01,1894392.48,2713130.35,28,144,169,5,10,6323.855128779395,201685.8082142857,33415.40017751479,30.98332986345961,127.51540669884464,47.347707974842045,33.5456792348179,31.892857142857142,0.18924972004479285,17.361111111111114,2.2580278246336745
1048,Contagem,MG,residencial_popular,Estrutural Engenharia,1305.0,1931051.17,150108.94,2048657.27,1193351.16,731882.38,1189474.13,34,235,270,9,12,1569.8523141762453,60254.62558823529,7587.619518518519,7.773431503630222,106.09026326319464,58.25040515439657,35.72497902492006,38.38235294117647,0.20689655172413793,14.893617021276606,6.214232013333961
1049,Ribeirao Preto,SP,comercial,Estrutural Engenharia,3907.0,19668027.64,72714.13,18742493.53,10711735.72,5978307.38,11322928.97,140,614,605,20,9,4797.15728948042,133874.9537857143,30979.32814876033,0.36970727991106284,95.2942200054789,57.15213774973089,31.89707586362976,27.90714285714286,0.1548502687484003,-1.4657980456026065,0.4575954521080793
1050,Goiania,GO,residencial_padrao,Construtora Serrana,2193.0,8449695.85,725089.78,9183623.06,5149776.67,3043544.72,5480052.9,67,386,447,14,10,4187.69861377109,137069.0008955224,20545.018031319913,8.581253016343778,108.68584175133358,56.07565376273185,33.14100219614197,32.73134328358209,0.20383036935704515,15.803108808290144,1.1834745507437407
1051,Campinas,SP,residencial_popular,Construtora Atlantica,6671.0,16259441.69,486065.69,15772507.31,8478994.59,5384943.95,8854633.42,226,1032,1126,37,9,2364.3392759706194,69789.8553539823,14007.555337477797,2.989436533352456,97.00522078627412,53.75806410071653,34.14133114134534,29.51769911504425,0.16879028631389598,9.108527131782939,0.5535245411000334
1052,Goiania,GO,residencial_padrao,Engenharia Mineira,3249.0,9903613.75,135502.51,10224415.29,4915624.2,3628969.32,5103824.19,73,554,655,21,10,3146.942225300092,140060.48342465752,15609.794335877861,1.3682127900030432,103.23923719258536,48.07731357320484,35.49317214794001,44.50684931506849,0.2016004924592182,18.231046931407935,1.0097324322649397
1053,Sao Paulo,SP,industrial,Alfa Construcoes,3497.0,18246847.6,1157835.95,20110539.88,10800331.89,6017900.49,11334657.95,114,610,636,21,8,5750.7977923934795,176408.2445614035,31620.34572327044,6.34540264368734,110.21377676218438,53.704833159357236,29.924112062177024,30.67543859649123,0.1818701744352302,4.2622950819672045,0.43843189658689313
1054,Sao Paulo,SP,comercial,Construtora Atlantica,2295.0,6207238.21,366689.37,6627643.75,3455951.74,2057850.87,3715404.68,62,290,314,10,16,2887.86220043573,106897.47983870968,21107.145700636942,5.907448008185915,106.77282755675009,52.14450067567377,31.049509412753213,37.016129032258064,0.13681917211328976,8.275862068965512,2.577635891953307
1055,Ribeirao Preto,SP,industrial,Estrutural Engenharia,4485.0,29433156.41,2927721.22,31854763.61,16965327.9,10691315.72,18216080.61,105,796,808,26,16,7102.511395763657,303378.70104761905,39424.21238861386,9.947017503720051,108.22748048584165,53.258370106611494,33.56269050021684,42.714285714285715,0.18015607580824972,1.5075376884422065,0.5436046266028048
1056,Campinas,SP,industrial,Engenharia Vale Verde,967.0,5082518.6,20878.53,4748146.18,2428460.55,1531492.31,2535232.34,23,166,160,5,14,4910.182192347466,206441.13826086954,29675.913624999997,0.41079102002696066,93.42112747014836,51.145446200226296,32.254531599109285,42.04347826086956,0.1654601861427094,-3.6144578313253017,2.7545398456584107
1057,Curitiba,PR,residencial_popular,Construtora Horizonte,1830.0,2877411.99,86918.44,2944629.24,1695810.18,1029414.69,1816297.34,61,305,315,10,10,1609.0870163934428,48272.61049180328,9348.029333333334,3.0207158482021894,102.33603148362498,57.589938894989714,34.95905956567897,30.0,0.1721311475409836,3.2786885245901676,3.47534521811734
1058,Sao Paulo,SP,residencial_popular,Construtora Serrana,2501.0,3862619.25,100562.73,4097298.3,1879719.53,1250089.15,1921662.48,59,401,445,14,10,1638.2640143942422,69445.73389830509,9207.41191011236,2.603485445789149,106.07564543152938,45.877048541962395,30.510083925302677,42.389830508474574,0.17792882846861255,10.97256857855362,2.5889168340886823
1059,Campinas,SP,residencial_padrao,Delta Obras,3729.0,12030587.24,56993.73,12019526.32,6744465.71,4263849.71,7239057.76,95,792,689,22,19,3223.2572593188524,126521.32968421053,17444.88580551524,0.4737402161924724,99.90806001586337,56.112574908858804,35.474357278998,39.252631578947366,0.18476803432555644,-13.005050505050509,1.5793077778304694
1060,Ribeirao Preto,SP,residencial_popular,Alfa Construcoes,1176.0,2145916.24,183125.94,2454642.38,1400746.35,831751.89,1433252.18,33,204,197,6,23,2087.2809353741495,74383.10242424242,12460.113604060913,8.53369467952766,114.38668174672091,57.06519049019272,33.88485006113192,35.63636363636363,0.16751700680272108,-3.4313725490196068,10.718032498789421
1061,Salvador,BA,comercial,Vertice Engenharia,5261.0,20283284.24,645817.98,21330706.42,12109480.96,8265434.54,12945775.45,135,808,870,29,7,4054.4965633909906,158005.23274074076,24518.05335632184,3.1839911740052607,105.16396737139056,56.77018248512371,38.74899582439614,38.97037037037037,0.1653678007983273,7.67326732673268,0.3451117638136496
1062,Belo Horizonte,MG,residencial_padrao,Obras & Cia,1572.0,6220117.08,459405.65,6951891.08,3894508.73,2714843.84,4090642.4,43,306,331,11,15,4422.322569974554,161671.88558139536,21002.692084592145,7.385803901941987,111.76463385798519,56.02085368115405,39.05187536396211,36.55813953488372,0.21055979643765904,8.169934640522868,2.4115301701041294
1063,Uberlandia,MG,residencial_popular,Vertice Engenharia,2906.0,5172876.47,513710.39,5839137.51,3214198.89,2087279.23,3379172.06,85,566,587,19,12,2009.3384411562283,68695.7354117647,9947.4233560477,9.93084588389562,112.87989465559383,55.045781752791775,35.7463619657075,34.188235294117646,0.2019958706125258,3.7102473498233257,2.3197924925510547
1064,Ribeirao Preto,SP,residencial_padrao,Engenharia Vale Verde,3625.0,8685433.37,15773.22,8961120.69,5308289.65,3412171.67,5579901.01,117,706,760,25,16,2472.0332937931034,76590.77512820512,11790.948276315788,0.18160544590073807,103.17413430344466,59.236894955825,38.0775104815601,30.982905982905983,0.2096551724137931,7.64872521246458,1.8421648429501456
1065,Ribeirao Preto,SP,residencial_padrao,Obras & Cia,5167.0,16226948.54,1595785.83,17652113.81,9862046.19,6071223.94,10184171.95,142,923,922,30,16,3416.3177491774723,124310.6606338028,19145.459663774403,9.834170768868415,108.78270653590178,55.868924799324084,34.3937502632723,36.38732394366197,0.17844010063866847,-0.10834236186348933,0.9860140962769086
1066,Sao Paulo,SP,comercial,Engenharia Vale Verde,3417.0,12651099.77,225748.45,13432269.28,6763373.51,3848350.07,6723771.56,97,567,590,19,19,3931.0123734269823,138477.00288659794,22766.558101694915,1.784417592969469,106.17471622390026,50.351681975809825,28.650036637740783,35.22680412371134,0.1726660813579163,4.056437389770728,1.5018457166115606
1067,Rio de Janeiro,RJ,comercial,Obras & Cia,3634.0,20324986.5,212630.04,20303606.93,10555526.95,6561508.91,10979987.28,86,486,497,16,22,5587.123536048432,236088.4526744186,40852.32782696177,1.0461509531629947,99.89481139384766,51.98843233319036,32.31696187097137,42.25581395348837,0.1367638965327463,2.263374485596703,1.0824115430531773
1068,Sao Paulo,SP,industrial,Estrutural Engenharia,2845.0,17405573.56,555468.4,19673907.69,11490573.78,6468427.98,12399132.71,85,507,569,18,15,6915.25753602812,231457.73752941177,34576.2876801406,3.1913248827176255,113.03222856851379,58.40514228823241,32.87820641390841,33.470588235294116,0.2,12.228796844181456,0.8617929164064848
1069,Sao Paulo,SP,comercial,Construtora Serrana,3002.0,14216295.78,973193.69,14306843.31,8250225.85,4585907.22,8305758.33,86,494,491,16,18,4765.770589606929,166358.6431395349,29138.173747454177,6.845620723290832,100.63692772998847,57.66629067806572,32.05394174405059,34.906976744186046,0.16355762824783476,-0.6072874493927127,1.2661526095512907
1070,Uberlandia,MG,industrial,Delta Obras,2225.0,13256708.99,59884.69,12913942.65,7476802.26,4544288.2,7426271.13,88,371,382,12,14,5804.019168539326,146749.34829545455,33806.132591623034,0.45173119546618334,97.41439341952395,57.89713074186527,35.18900713098645,25.28409090909091,0.17168539325842697,2.96495956873315,1.0560690447803214
1071,Sao Paulo,SP,comercial,Construtora Atlantica,3337.0,17230114.72,1692629.06,18257436.23,9243138.3,6548349.01,10050511.84,101,834,762,25,11,5471.212535211268,180766.69534653466,23959.890065616797,9.823666803769257,105.96236024364671,50.626704557850175,35.86675000534837,33.039603960396036,0.22834881630206771,-8.633093525179858,0.6384171074166823
1072,Ribeirao Preto,SP,residencial_padrao,Engenharia Mineira,3039.0,9298471.31,792167.6,16232006.3,8367717.44,3602123.27,8400608.74,82,499,518,17,21,5341.232741033235,197951.29634146343,31335.9194980695,8.519331550209406,174.56639654889682,51.55072814381547,22.191485164714358,37.0609756097561,0.17045080618624547,3.8076152304609145,2.25843574711207
1073,Rio de Janeiro,RJ,residencial_popular,Vertice Engenharia,8351.0,14561155.49,146187.66,14738193.09,7471529.82,4825981.9,7934099.7,221,1517,1712,57,19,1764.841706382469,66688.65651583711,8608.757646028038,1.003956451810405,101.21582109415411,50.69501922233264,32.74473248199247,37.78733031674208,0.20500538857621842,12.854317732366516,1.3048415019706654
1074,Goiania,GO,comercial,Obras & Cia,3884.0,21184889.98,518598.7,25745340.24,11077570.95,14162806.67,11441541.42,263,517,535,17,16,6628.563398558187,97891.02752851711,48122.131289719626,2.4479650377679234,121.526900844448,43.027479329206955,55.01114585386424,14.7680608365019,0.13774459320288363,3.481624758220514,0.7552552793573677
1075,Goiania,GO,residencial_padrao,Delta Obras,3096.0,9915582.44,944211.06,11239443.48,6922325.58,4038203.94,7390872.92,105,522,587,19,18,3630.3112015503875,107042.31885714286,19147.263168654175,9.522497197854976,113.3513189770827,61.589575963595664,35.92886024282049,29.485714285714284,0.18959948320413436,12.45210727969348,1.8153245267153464
1076,Salvador,BA,residencial_popular,Construtora Horizonte,3810.0,8001291.71,320412.72,8232903.94,4638695.12,2157697.32,4923912.58,227,824,894,29,16,2160.8671758530186,36268.29929515419,9209.064809843401,4.004512416408325,102.894685488226,56.343365036274186,26.20821687857565,16.784140969162994,0.2346456692913386,8.495145631067968,1.9996771246326674
1077,Rio de Janeiro,RJ,residencial_padrao,Construtora Serrana,2088.0,7969360.31,633131.43,9181332.84,5049027.99,3325855.97,5546388.71,58,401,417,13,14,4397.1900574712645,158298.84206896552,22017.58474820144,7.944570271286933,115.20790230150857,54.992320592093904,36.224108503183295,36.0,0.1997126436781609,3.990024937655856,1.7567282009363685
1078,Salvador,BA,comercial,Beta Engenharia,2057.0,10587482.73,136610.35,10633111.24,5803049.41,3792763.37,6200583.98,68,398,453,15,13,5169.232493923189,156369.28294117647,23472.65174392936,1.290300569869265,100.43096655894144,54.57527226998145,35.66936604342343,30.25,0.22022362664073894,13.819095477386934,1.2278650489000609
